globalid;address;parentglobalid
29157386;242610, Брянская обл, Фокино г., Базарная ул., дом 21;5919817
9717738;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Горького ул., дом 54;5743669
21364086;396650, Воронежская обл, Россошанский р-н, Россошь г., Рябцева ул., дом 33;5406601
16492999;397342, Воронежская обл, Поворинский р-н, Пески с., Трудовая ул., дом 136;6165696
11736613;396659, Воронежская обл, Россошанский р-н, Россошь г., Гайдара ул., дом 21;5862838
32811086;397351, Воронежская обл, Поворинский р-н, Поворино г., Центральная ул., дом 6;6147079
11787979;396650, Воронежская обл, Россошанский р-н, Россошь г., Пушкина ул., дом 16;5862508
23289294;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Стаханова ул., дом 6;5544248
44347894;396946, Воронежская обл, Семилукский р-н, Медвежье с., Лесная ул., дом 20;5924427
6847528;396655, Воронежская обл, Россошанский р-н, Россошь г., Слесарная ул., дом 94;5548982
10223800;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Чкалова ул., дом 25;5771979
35313325;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Почтовая ул., дом 1;5402029
44327233;397535, Воронежская обл, Бутурлиновский р-н, Нижний Кисляй рп., Нижняя Луговая ул., дом 15;5853377
31355328;397350, Воронежская обл, Поворинский р-н, Поворино г., Ломоносова ул., дом 50А;6061428
2077684;601242, Владимирская обл, Собинский р-н, Васильевка д., дом 1;5317661
31278294;243240, Брянская обл, Стародуб г., Трудовая ул., дом 10;6046692
9558024;396659, Воронежская обл, Россошанский р-н, Россошь г., Менжинского ул., дом 23;5720052
4665496;243240, Брянская обл, Стародуб г., Молодежная ул., дом 29;5491495
36162199;396660, Воронежская обл, Россошанский р-н, Россошь г., Ворошилова ул., дом 36;5449146
18440890;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Мира ул., дом 90;6283506
32814497;397351, Воронежская обл, Поворинский р-н, Поворино г., Центральная ул., дом 38;6147079
44344476;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Больничный пер., дом 10;5843607
44364193;393818, Тамбовская обл, Староюрьевский р-н, Заворонежское с., Школьная ул., дом 2;5722749
995022;396655, Воронежская обл, Россошанский р-н, Россошь г., Февральская ул., дом 220;5463437
14639552;396388, Воронежская обл, Репьевский р-н, Россошки с., 1 Мая ул., дом 11;6049118
6691933;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Зины Ломаковой ул., дом 10;5558360
33772599;396659, Воронежская обл, Россошанский р-н, Россошь г., Молодогвардейцев ул., дом 52;6261187
34726945;396658, Воронежская обл, Россошанский р-н, Россошь г., Гастелло ул., дом 41А;6175657
30352997;396650, Воронежская обл, Россошанский р-н, Россошь г., Январская ул., дом 18;5990603
6751412;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Газовая ул., дом 107;5556642
4643273;397691, Воронежская обл, Петропавловский р-н, Красноселовка с., Конькова ул., дом 13;5480115
34640419;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Пятницкого ул., дом 11а;6185162
23300142;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Стаханова ул., дом 17;5544248
22103906;396650, Воронежская обл, Россошанский р-н, Россошь г., Февральская ул., дом 63;5463437
34370356;397351, Воронежская обл, Поворинский р-н, Поворино г., Центральная ул., дом 21;6147079
10371081;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Чкалова ул., дом 12;5771979
5047604;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Луначарского пер., дом 4;5515806
11897599;243240, Брянская обл, Стародуб г., Ленина ул., дом 41;5862089
3959997;243240, Брянская обл, Стародуб г., Восточная ул., дом 6;5918779
44323995;152233, Ярославская обл, Гаврилов-Ямский р-н, Горбово д., дом 1;5303272
27043889;242611, Брянская обл, Фокино г., Александра Зверева ул., дом 23;5777260
9192505;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Молодежный пер., дом 5;5715283
10195837;396659, Воронежская обл, Россошанский р-н, Россошь г., Степана Разина пер., дом 2;5762144
34693476;396658, Воронежская обл, Россошанский р-н, Россошь г., Гастелло ул., дом 30;6175657
44314496;155150, Ивановская обл, Комсомольский р-н, Комсомольск г., Горького ул., дом 3;5732379
18439111;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Мира ул., дом 26;6283506
30342126;396650, Воронежская обл, Россошанский р-н, Россошь г., Январская ул., дом 56А;5990603
8620202;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Космонавтов ул., дом 2;5670717
26101371;243240, Брянская обл, Стародуб г., Пионерская ул., дом 6;5719574
30725612;243240, Брянская обл, Стародуб г., Московская ул., дом 55;6018277
11738706;396659, Воронежская обл, Россошанский р-н, Россошь г., Гайдара ул., дом 13;5862838
44345156;241543, Брянская обл, Брянский р-н, Малое Полпино с., Комсомольская ул., дом 66;6067396
10234847;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Чкалова ул., дом 2а;5771979
29754704;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Некрасова пер., дом 3;5971354
17572858;396653, Воронежская обл, Россошанский р-н, Россошь г., Деповская ул., дом 71;6232955
33676758;396659, Воронежская обл, Россошанский р-н, Россошь г., Подгорная ул., дом 19;6260953
9737507;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Горького ул., дом 4;5743669
30287889;396650, Воронежская обл, Россошанский р-н, Россошь г., Январская ул., дом 80;5990603
31320935;397355, Воронежская обл, Поворинский р-н, Поворино г., Ломоносова ул., дом 69;6061428
15878884;243240, Брянская обл, Стародуб г., Грибоедова ул., дом 18;6118299
23244441;242610, Брянская обл, Фокино г., Фокина ул., дом 68;5535244
11963990;243240, Брянская обл, Стародуб г., Лермонтова ул., дом 16;5876114
44383564;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Октябрьская ул., дом 90;5643964
34837631;397355, Воронежская обл, Поворинский р-н, Поворино г., Лесная ул., дом 4;6175575
21297769;396650, Воронежская обл, Россошанский р-н, Россошь г., Рябцева ул., дом 51;5406601
33639277;396651, Воронежская обл, Россошанский р-н, Россошь г., Кооперативная ул., дом 57;6246673
16303620;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Полевая ул., дом 15;6154957
16949662;397341, Воронежская обл, Поворинский р-н, Пески с., Первомайская ул., дом 1;6194139
28301267;396659, Воронежская обл, Россошанский р-н, Россошь г., Щорса ул., дом 27;5862595
4617365;243240, Брянская обл, Стародуб г., Строителей ул., дом 14;5491496
8104244;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Зеленая ул., дом 5;5642216
30692717;243240, Брянская обл, Стародуб г., Московская ул., дом 61;6018277
29372614;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Профинтерна пер., дом 3;5943154
8594381;396650, Воронежская обл, Россошанский р-н, Россошь г., Куйбышева ул., дом 8А;5662977
32550842;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Туполева ул., дом 14;6142386
18342712;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Мира ул., дом 9;6283506
10678608;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Советская ул., дом 79;5800584
11884322;243240, Брянская обл, Стародуб г., Ленина ул., дом 53;5862089
14835486;397681, Воронежская обл, Петропавловский р-н, Березняги с., Заречная ул., дом 99;6069604
8565824;396650, Воронежская обл, Россошанский р-н, Россошь г., Куйбышева ул., дом 16;5662977
24862641;397350, Воронежская обл, Поворинский р-н, Поворино г., Володарского пер., дом 17;5634166
15788728;243240, Брянская обл, Стародуб г., Грибоедова ул., дом 38;6118299
6841012;396655, Воронежская обл, Россошанский р-н, Россошь г., Слесарная ул., дом 60;5548982
1149907;397351, Воронежская обл, Поворинский р-н, Поворино г., Центральная ул., дом 19А;6147079
22824668;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Ленина ул., дом 9;5515810
31344840;397355, Воронежская обл, Поворинский р-н, Поворино г., Ломоносова ул., дом 95;6061428
12754008;243240, Брянская обл, Стародуб г., Московский пер., дом 3;5918877
22130170;396655, Воронежская обл, Россошанский р-н, Россошь г., Февральская ул., дом 175;5463437
35286186;396653, Воронежская обл, Россошанский р-н, Россошь г., 180 Стрелковой Дивизии ул., дом 14;5392609
30314236;396650, Воронежская обл, Россошанский р-н, Россошь г., Январская ул., дом 3;5990603
43770351;399560, Липецкая обл, Тербунский р-н, Васильевка д., Молодежная ул., дом 7;5669317
32712415;397350, Воронежская обл, Поворинский р-н, Поворино г., Садовая ул., дом 27;6147490
8707239;396655, Воронежская обл, Россошанский р-н, Россошь г., Песочный пер., дом 9;5662976
14565200;396659, Воронежская обл, Россошанский р-н, Россошь г., Фестивальная ул., дом 19;6033108
44349569;396659, Воронежская обл, Россошанский р-н, Россошь г., Березовая ул., дом 4;5577297
44370908;396946, Воронежская обл, Семилукский р-н, Медвежье с., Лесная ул., дом 6;5924427
16527375;397342, Воронежская обл, Поворинский р-н, Пески с., Трудовая ул., дом 257;6165696
30328562;396650, Воронежская обл, Россошанский р-н, Россошь г., Январская ул., дом 68;5990603
34501698;397355, Воронежская обл, Поворинский р-н, Поворино г., Первомайская ул., дом 3;6161803
17056357;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Коммунистическая ул., дом 3;6213723
11858102;243240, Брянская обл, Стародуб г., Ленина ул., дом 136;5862089
43767090;399561, Липецкая обл, Тербунский р-н, Нагорное с., Светошинская ул., дом 23;5844277
8365859;396021, Воронежская обл, Рамонский р-н, Рамонь рп., Кирова ул., дом 5;5656485
33798912;396651, Воронежская обл, Россошанский р-н, Россошь г., Крупской ул., дом 47;6261032
22854646;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Ленина ул., дом 23а;5515810
34846097;397355, Воронежская обл, Поворинский р-н, Поворино г., Лесная ул., дом 11;6175575
8324268;243240, Брянская обл, Стародуб г., Больничный пер., дом 10;5648314
16503773;397340, Воронежская обл, Поворинский р-н, Пески с., Трудовая ул., дом 48;6165696
4654462;243240, Брянская обл, Стародуб г., Молодежная ул., дом 14;5491495
6858392;396655, Воронежская обл, Россошанский р-н, Россошь г., Слесарная ул., дом 104;5548982
35322963;396653, Воронежская обл, Россошанский р-н, Россошь г., 180 Стрелковой Дивизии ул., дом 18;5392609
28249080;242821, Брянская обл, Клетнянский р-н, Клетня пгт., Заречная ул., дом 11;5871849
15372762;396659, Воронежская обл, Россошанский р-н, Россошь г., Карла Маркса ул., дом 17;6090305
24153576;396650, Воронежская обл, Россошанский р-н, Россошь г., Чайковского ул., дом 9;5591366
43770030;399561, Липецкая обл, Тербунский р-н, Нагорное с., Светошинская ул., дом 3;5844277
33905053;396651, Воронежская обл, Россошанский р-н, Россошь г., Милованова ул., дом 26;6275208
11912347;243240, Брянская обл, Стародуб г., Ленина ул., дом 128Б;5862089
30164753;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Гоголя ул., дом 8;5985613
34639473;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Пятницкого ул., дом 62;6185162
11334191;396659, Воронежская обл, Россошанский р-н, Россошь г., Свободы пер., дом 18;5834087
28814686;243240, Брянская обл, Стародуб г., Куйбышева ул., дом 8;5890435
44385005;309932, Белгородская обл, Красногвардейский р-н, Уточка с., Советская ул., дом 13;5921777
11255809;396659, Воронежская обл, Россошанский р-н, Россошь г., Свободы пер., дом 10;5834087
16478901;397342, Воронежская обл, Поворинский р-н, Пески с., Трудовая ул., дом 138;6165696
28271852;396659, Воронежская обл, Россошанский р-н, Россошь г., Щорса ул., дом 13;5862595
44354738;391170, Рязанская обл, Старожиловский р-н, Старожилово рп., Трудовая ул., дом 4;6062411
34027217;396651, Воронежская обл, Россошанский р-н, Россошь г., Милованова ул., дом 5;6275208
12450800;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Офицерская ул., дом 40;5914684
121784;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Зеленая ул., дом 22;5642216
24586146;243240, Брянская обл, Стародуб г., Димитрова ул., дом 40;5619638
22130889;396650, Воронежская обл, Россошанский р-н, Россошь г., Февральская ул., дом 140;5463437
27261249;396653, Воронежская обл, Россошанский р-н, Россошь г., Транспортная ул., дом 22;5791377
22101894;396650, Воронежская обл, Россошанский р-н, Россошь г., Февральская ул., дом 58;5463437
22949247;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Ленина ул., дом 75;5515810
29514479;396659, Воронежская обл, Россошанский р-н, Россошь г., Набережная ул., дом 4;5947298
9095199;242820, Брянская обл, Клетнянский р-н, Клетня пгт., Фурманова ул., дом 2а;5700936
6913139;396655, Воронежская обл, Россошанский р-н, Россошь г., Слесарная ул., дом 61;5548982
6931575;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Пионерская ул., дом 9;5570845
44091017;397340, Воронежская обл, Поворинский р-н, Пески с., Пролетарская ул., владение 59;6265255
27148887;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 17;5792680
17257636;249187, Калужская обл, Жуковский р-н, Успенские Хутора д., Лесная ул., владение 43;6214240
30451516;249165, Калужская обл, Жуковский р-н, Тарутино с., Подгорная ул., владение 2;6006010
44366280;307240, Курская обл, Курчатовский р-н, К.Либкнехта п., Луговая ул., владение 12а;6100724
27227603;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 16;5792680
30384626;249165, Калужская обл, Жуковский р-н, Тарутино с., Подгорная ул., владение 3;6006010
44334022;391001, Рязанская обл, Клепиковский р-н, Тума рп., Павлова ул., владение 30;5570631
27195636;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 3;5792680
44382995;391001, Рязанская обл, Клепиковский р-н, Тума рп., Павлова ул., владение 10б;5570631
24132878;249165, Калужская обл, Жуковский р-н, Тарутино с., Нарская ул., владение 3;5593038
27246893;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 13;5792680
44105361;397340, Воронежская обл, Поворинский р-н, Пески с., Пролетарская ул., владение 44Б;6265255
44102438;397340, Воронежская обл, Поворинский р-н, Пески с., Пролетарская ул., владение 44;6265255
27198981;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 12;5792680
44349125;391001, Рязанская обл, Клепиковский р-н, Тума рп., Садовая ул., владение 6а;5969450
43883664;397342, Воронежская обл, Поворинский р-н, Пески с., улицы Трудовая 2-й пер., владение 5;5852486
27134728;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 14;5792680
44386146;396700, Воронежская обл, Кантемировский р-н, Митрофановка с., Большевик ул., владение 7;5751167
43880498;397341, Воронежская обл, Поворинский р-н, Пески с., Трудовая ул., владение 2;6165696
27168396;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 2;5792680
43877827;397340, Воронежская обл, Поворинский р-н, Пески с., Пролетарская ул., владение 54Б;6265255
27223767;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 8;5792680
24236407;249165, Калужская обл, Жуковский р-н, Тарутино с., Нарская ул., владение 14;5593038
44086954;397340, Воронежская обл, Поворинский р-н, Пески с., Пролетарская ул., владение 44А;6265255
44108505;397340, Воронежская обл, Поворинский р-н, Пески с., Пролетарская ул., владение 51;6265255
27198315;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 15;5792680
27196496;249165, Калужская обл, Жуковский р-н, Тарутино с., Совхозная ул., владение 1;5792680
44365936;396700, Воронежская обл, Кантемировский р-н, Митрофановка с., Большевик ул., владение 21;5751167
30525902;249187, Калужская обл, Жуковский р-н, Корсаково д., Лесная ул., владение 2;6015156
44362365;306043, Курская обл, Золотухинский р-н, Уколово 1-е д., домовладение 1;5232530
44353462;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 56;5969704
44333456;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 35;5969704
44328405;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 76;5969704
44359952;155250, Ивановская обл, Родниковский р-н, Родники г., Детская 2-я ул., домовладение 8;5930855
44344151;155251, Ивановская обл, Родниковский р-н, Родники г., Огнестойкая 2-я ул., домовладение 4А;5759856
44362212;303857, Орловская обл, Ливны г., Западный пер., домовладение 9;5873529
44354469;306244, Курская обл, Обоянский р-н, Пригородный п., Садовая ул., домовладение 1;5980394
44323701;306244, Курская обл, Обоянский р-н, Пригородный п., Садовая ул., домовладение 12;5980394
44364856;243240, Брянская обл, Стародуб г., Совхозная ул., домовладение 70;5448861
44334701;307509, Курская обл, Дмитриевский р-н, Татарка п., домовладение 78;5282578
44310810;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 15;5742946
44365870;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 6;5742946
25502281;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Айдаровская ул., домовладение 40;5684797
44319703;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 88;5969704
44310684;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 31;5742946
44367576;300910, Тульская обл, Тула г., Западный 1-й п., Достоевского ул., домовладение 3;5508800
44333757;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 14;5742946
44337006;306045, Курская обл, Золотухинский р-н, Озерово д., домовладение 1;5258443
44366701;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 54;5969704
44375294;307509, Курская обл, Дмитриевский р-н, Нива п., домовладение 54;5271997
44320836;243240, Брянская обл, Стародуб г., Совхозная ул., домовладение 41;5448861
44380091;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 27;5742946
44386553;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 67;5969704
44354486;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 69;5969704
44350844;306625, Курская обл, Советский р-н, Аннено д., домовладение 1;5324588
44382250;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 21;5742946
44370002;307220, Курская обл, Курчатовский р-н, Иванино пгт., Механизаторов 2-я ул., домовладение 8;6000880
25561183;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Айдаровская ул., домовладение 3;5684797
18731988;155531, Ивановская обл, Фурмановский р-н, Вондога д., домовладение 1;5292148
44327501;306244, Курская обл, Обоянский р-н, Пригородный п., Садовая ул., домовладение 2;5980394
44329084;243109, Брянская обл, Клинцовский р-н, Затишье п., Лесная ул., домовладение 1;5654796
44358738;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 26;5742946
44315879;305527, Курская обл, Курский р-н, Ворошнево д., Тепличная ул., домовладение 88;5898096
25419222;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Айдаровская ул., домовладение 4;5684797
44357353;306043, Курская обл, Золотухинский р-н, Старый Сухоребрик д., домовладение 1;5220265
44334698;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 17;5742946
44377542;306513, Курская обл, Щигровский р-н, Белый Колодезь п., домовладение 1;5324349
44330809;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 2;5742946
44362477;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 29;5969704
44318507;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 47;5969704
44373735;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 84;5969704
44385845;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 60;5969704
44354670;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 22;5742946
44385390;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 16;5742946
44332643;306051, Курская обл, Золотухинский р-н, Чурилово д., домовладение 1;5270028
44349830;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 72;5969704
44373006;155250, Ивановская обл, Родниковский р-н, Родники г., Детская 2-я ул., домовладение 18;5930855
44325581;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 63;5969704
44335019;155251, Ивановская обл, Родниковский р-н, Родники г., Трудовая ул., домовладение 4а;5503337
18026868;243240, Брянская обл, Стародуб г., Жукова ул., домовладение 1;6260508
44386489;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 19;5742946
44311457;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 9;5742946
44318804;155250, Ивановская обл, Родниковский р-н, Родники г., Детская 2-я ул., домовладение 14;5930855
44324595;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 65;5969704
44332961;243240, Брянская обл, Стародуб г., Димитрова ул., домовладение 27;5619638
44328359;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 11;5742946
44330596;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 41;5742946
44334700;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 70;5969704
44377081;243240, Брянская обл, Стародуб г., Строителей ул., домовладение 25;5491496
44363727;307800, Курская обл, Суджанский р-н, Подол сл., домовладение 60;5349337
25481219;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Айдаровская ул., домовладение 1;5684797
44372264;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 10;5742946
44365940;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 64;5969704
44322594;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 58;5969704
44346391;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 3;5742946
44376175;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 32;5969704
25573411;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Айдаровская ул., домовладение 5;5684797
44366657;243163, Брянская обл, Красногорский р-н, Красная Пересвица п., Лесная ул., домовладение 1;6128485
44356023;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 23;5742946
44369095;307220, Курская обл, Курчатовский р-н, Иванино пгт., Механизаторов 2-я ул., домовладение 5;6000880
44337019;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 7;5742946
44325090;243240, Брянская обл, Стародуб г., Димитрова ул., домовладение 37-а;5619638
18782182;155553, Ивановская обл, Приволжский р-н, Рыспаево д., домовладение 1;5290392
44369435;243240, Брянская обл, Стародуб г., Совхозная ул., домовладение 73;5448861
44348396;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 30;5742946
44365079;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 75;5969704
44333446;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 1;5742946
44366685;306043, Курская обл, Золотухинский р-н, Луганка д., домовладение 1;5323311
44312612;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 28;5742946
44386527;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 83;5969704
44311855;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 24;5742946
44348998;243163, Брянская обл, Красногорский р-н, Красная Пересвица п., Заречная ул., домовладение 1;5586896
44356012;307220, Курская обл, Курчатовский р-н, Иванино пгт., Механизаторов 2-я ул., домовладение 24;6000880
44343394;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 43;5742946
44322260;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 12;5742946
44315868;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 26б;5742946
44340044;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 53;5969704
1045407;396020, Воронежская обл, Рамонский р-н, Рамонь рп., Айдаровская ул., домовладение 31;5684797
44375812;155250, Ивановская обл, Родниковский р-н, Родники г., Детская 2-я ул., домовладение 12;5930855
44376093;306050, Курская обл, Золотухинский р-н, Свобода м., Интернациональная ул., домовладение 33;5742946
44352343;243240, Брянская обл, Стародуб г., Совхозная ул., домовладение 71;5448861
44379057;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 62;5969704
2301908;155531, Ивановская обл, Фурмановский р-н, Василево д., домовладение 1;5215274
44323157;397732, Воронежская обл, Бобровский р-н, Шишовка с., Большая Советская ул., домовладение 158а;5737626
44331951;243001, Брянская обл, Новозыбковский р-н, Внуковичи с., Советская ул., домовладение 51;5969704
44370406;306244, Курская обл, Обоянский р-н, Пригородный п., Садовая ул., домовладение 7;5980394
44337570;306513, Курская обл, Щигровский р-н, Кукуевка д., домовладение 1;5334524
44312022;307509, Курская обл, Дмитриевский р-н, Нива п., домовладение 53;5271997
44356565;155502, Ивановская обл, Фурмановский р-н, Попадино д., домовладение 1;5256138
44363504;396140, Воронежская обл, Панинский р-н, Панино рп., Красная Площадь ул., дом 42, строение  42;5466200
44312498;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Ленина ул., строение  52а;5538053
44383194;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Мичурина ул., строение  38;5509477
44362332;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Ленина ул., строение  101;5538053
44352937;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Клеповский большак ул., строение  8;6107829
44385508;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Мичурина ул., строение  34;5509477
44383239;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Ленина ул., строение  110;5538053
44365660;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Клеповский большак ул., строение  6;6107829
44370207;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Мичурина ул., строение  44;5509477
44366833;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Мичурина ул., строение  42;5509477
44316656;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Терновка ул., строение  245;6093327
44358495;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Ленина ул., строение  81;5538053
44336902;309518, Белгородская обл, Старый Оскол г., Приборостроитель мкр., дом 18а, строение  18а;5605022
44319811;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Мичурина ул., строение  36;5509477
44381136;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Ленина ул., строение  89;5538053
44381634;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Мичурина ул., строение  30;5509477
44353981;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Подгора ул., строение  30;6250117
44374656;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Клеповский большак ул., строение  4;6107829
44366504;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Мичурина ул., строение  40;5509477
44337039;309517, Белгородская обл, Старый Оскол г., Весенний мкр., дом 3а, строение  3а;5804311
44385462;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Мичурина ул., строение  32;5509477
44348144;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Ленина ул., строение  99а;5538053
44346988;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Ленина ул., строение  93;5538053
44343591;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Ленина ул., строение  103;5538053
44344420;242520, Брянская обл, Карачевский р-н, Трыковка с., Комсомольская ул., дом 76, строение  А;5470073
44351049;396140, Воронежская обл, Панинский р-н, Панино рп., Красная Площадь ул., владение 13А, строение  13А;5466200
44347552;243240, Брянская обл, Стародуб г., Воровского ул., строение  28;5548483
44309838;397525, Воронежская обл, Бутурлиновский р-н, Пузево с., Терновка ул., строение  108;6093327
44320589;243240, Брянская обл, Стародуб г., Гагарина ул., корпус В, строение  2;5776306
